"index","listing_id","price","nbhood_full"
"9157","17501131","30 dollars","Brooklyn, Flatbush"
"9158","17508940","35 dollars","Manhattan, Washington Heights"
"9159","17509152","70 dollars","Brooklyn, Williamsburg"
"9160","17511694","115 dollars","Manhattan, Midtown"
"9161","17512277","150 dollars","Manhattan, Murray Hill"
"9162","17513491","75 dollars","Queens, Astoria"
"9163","17513537","350 dollars","Brooklyn, Fort Greene"
"9164","17515391","150 dollars","Brooklyn, South Slope"
"9165","17515547","155 dollars","Manhattan, Little Italy"
"9166","17515734","81 dollars","Brooklyn, Bedford-Stuyvesant"
"9167","17516489","185 dollars","Manhattan, Washington Heights"
"9168","17520324","385 dollars","Brooklyn, Williamsburg"
"9169","17524047","153 dollars","Brooklyn, Downtown Brooklyn"
"9170","17524075","150 dollars","Manhattan, Lower East Side"
"9171","17526131","120 dollars","Brooklyn, Bedford-Stuyvesant"
"9172","17529164","45 dollars","Bronx, Fordham"
"9173","17531292","110 dollars","Queens, Flushing"
"9174","17533091","99 dollars","Manhattan, Upper East Side"
"9175","17533911","69 dollars","Manhattan, East Village"
"9176","17534189","42 dollars","Brooklyn, Bedford-Stuyvesant"
"9177","17539385","105 dollars","Manhattan, Upper East Side"
"9178","17539808","55 dollars","Brooklyn, Bedford-Stuyvesant"
"9179","17541761","36 dollars","Brooklyn, Bushwick"
"9180","17543074","275 dollars","Manhattan, Chinatown"
"9181","17544058","35 dollars","Manhattan, Upper East Side"
"9182","17544220","35 dollars","Manhattan, Upper East Side"
"9183","17545123","130 dollars","Bronx, Longwood"
"9184","17545363","150 dollars","Brooklyn, Fort Hamilton"
"9185","17545558","73 dollars","Manhattan, East Village"
"9186","17552185","115 dollars","Brooklyn, Park Slope"
"9187","17554081","109 dollars","Brooklyn, Williamsburg"
"9188","17554298","180 dollars","Staten Island, Huguenot"
"9189","17554541","600 dollars","Brooklyn, Park Slope"
"9190","17556208","63 dollars","Manhattan, Harlem"
"9191","17557517","195 dollars","Manhattan, Upper West Side"
"9192","17557873","45 dollars","Brooklyn, Windsor Terrace"
"9193","17568601","55 dollars","Brooklyn, Bedford-Stuyvesant"
"9194","17568638","110 dollars","Manhattan, East Village"
"9195","17569080","200 dollars","Manhattan, Harlem"
"9196","17569246","109 dollars","Brooklyn, Bushwick"
"9197","17569280","149 dollars","Brooklyn, Bushwick"
"9198","17571026","220 dollars","Manhattan, Lower East Side"
"9199","17573621","65 dollars","Queens, Glendale"
"9200","17574134","300 dollars","Brooklyn, Crown Heights"
"9201","17576849","90 dollars","Brooklyn, East New York"
"9202","17583732","69 dollars","Brooklyn, Williamsburg"
"9203","17583983","79 dollars","Bronx, Kingsbridge"
"9204","17584136","190 dollars","Manhattan, Chelsea"
"9205","17587000","65 dollars","Queens, Jamaica"
"9206","17591278","250 dollars","Manhattan, Chelsea"
"9207","17591452","120 dollars","Brooklyn, Brighton Beach"
"9208","17593461","39 dollars","Queens, Fresh Meadows"
"9209","17599762","117 dollars","Brooklyn, Cobble Hill"
"9210","17600777","160 dollars","Brooklyn, Prospect-Lefferts Gardens"
"9211","17602108","117 dollars","Manhattan, East Village"
"9212","17603059","175 dollars","Manhattan, Midtown"
"9213","17604756","152 dollars","Brooklyn, Brooklyn Heights"
"9214","17605478","59 dollars","Brooklyn, Bushwick"
"9215","17606753","57 dollars","Brooklyn, Bushwick"
"9216","17606850","200 dollars","Brooklyn, Bedford-Stuyvesant"
"9217","17609502","45 dollars","Queens, Jamaica"
"9218","17609541","61 dollars","Brooklyn, Bushwick"
"9219","17610016","55 dollars","Brooklyn, Bedford-Stuyvesant"
"9220","17610107","178 dollars","Manhattan, Chinatown"
"9221","17611001","80 dollars","Queens, Jamaica"
"9222","17618772","88 dollars","Brooklyn, Crown Heights"
"9223","17619003","225 dollars","Manhattan, Upper East Side"
"9224","17624190","110 dollars","Queens, Ditmars Steinway"
"9225","17625485","140 dollars","Brooklyn, Flatbush"
"9226","17626236","110 dollars","Queens, Ridgewood"
"9227","17631431","49 dollars","Manhattan, Upper East Side"
"9228","17632790","450 dollars","Brooklyn, Coney Island"
"9229","17632840","99 dollars","Brooklyn, Coney Island"
"9230","17634485","255 dollars","Manhattan, Flatiron District"
"9231","17638709","60 dollars","Brooklyn, Park Slope"
"9232","17641625","122 dollars","Manhattan, East Village"
"9233","17645939","44 dollars","Brooklyn, Flatbush"
"9234","17649690","125 dollars","Queens, Rego Park"
"9235","17651607","55 dollars","Queens, Astoria"
"9236","17652158","80 dollars","Brooklyn, Williamsburg"
"9237","17654277","65 dollars","Queens, Bayside"
"9238","17654611","75 dollars","Queens, Long Island City"
"9239","17665016","69 dollars","Brooklyn, Williamsburg"
"9240","17665855","199 dollars","Manhattan, Inwood"
"9241","17665943","55 dollars","Queens, East Elmhurst"
"9242","17665996","50 dollars","Queens, Edgemere"
"9243","17666300","2250 dollars","Manhattan, SoHo"
"9244","17666780","125 dollars","Brooklyn, Bedford-Stuyvesant"
"9245","17667639","215 dollars","Manhattan, Upper West Side"
"9246","17669272","134 dollars","Manhattan, Hell's Kitchen"
"9247","17669480","125 dollars","Brooklyn, Bedford-Stuyvesant"
"9248","17669867","60 dollars","Manhattan, Inwood"
"9249","17670245","56 dollars","Brooklyn, Flatbush"
"9250","17678601","100 dollars","Brooklyn, Bedford-Stuyvesant"
"9251","17679822","150 dollars","Manhattan, Harlem"
"9252","17680566","108 dollars","Brooklyn, Williamsburg"
"9253","17680909","45 dollars","Queens, Fresh Meadows"
"9254","17682208","210 dollars","Brooklyn, Bushwick"
"9255","17682843","80 dollars","Queens, Astoria"
"9256","17682955","79 dollars","Manhattan, Harlem"
"9257","17683903","190 dollars","Brooklyn, Prospect-Lefferts Gardens"
"9258","17684151","163 dollars","Brooklyn, South Slope"
"9259","17684912","84 dollars","Brooklyn, Bedford-Stuyvesant"
"9260","17686461","58 dollars","Queens, Long Island City"
"9261","17690699","90 dollars","Brooklyn, South Slope"
"9262","17692275","75 dollars","Brooklyn, Flatbush"
"9263","17694203","85 dollars","Brooklyn, South Slope"
"9264","17695571","285 dollars","Brooklyn, Fort Greene"
"9265","17697781","220 dollars","Manhattan, Financial District"
"9266","17698189","58 dollars","Queens, Long Island City"
"9267","17698990","58 dollars","Queens, Long Island City"
"9268","17699647","145 dollars","Brooklyn, Williamsburg"
"9269","17701658","126 dollars","Manhattan, Upper East Side"
"9270","17702057","230 dollars","Manhattan, Upper East Side"
"9271","17702242","129 dollars","Manhattan, Upper East Side"
"9272","17702320","119 dollars","Manhattan, Upper East Side"
"9273","17707963","50 dollars","Queens, Jamaica"
"9274","17710842","199 dollars","Brooklyn, Brooklyn Heights"
"9275","17711806","65 dollars","Brooklyn, Bedford-Stuyvesant"
"9276","17713865","150 dollars","Manhattan, Upper East Side"
"9277","17716140","90 dollars","Brooklyn, Flatbush"
"9278","17716225","50 dollars","Brooklyn, Prospect-Lefferts Gardens"
"9279","17716523","122 dollars","Staten Island, Arrochar"
"9280","17717799","51 dollars","Queens, Flushing"
"9281","17719502","275 dollars","Brooklyn, Bedford-Stuyvesant"
"9282","17728927","199 dollars","Manhattan, Upper West Side"
"9283","17729625","145 dollars","Brooklyn, Bushwick"
"9284","17730019","161 dollars","Brooklyn, Bedford-Stuyvesant"
"9285","17730939","43 dollars","Bronx, Pelham Gardens"
"9286","17731252","95 dollars","Brooklyn, Prospect Heights"
"9287","17731335","60 dollars","Queens, Astoria"
"9288","17731891","180 dollars","Brooklyn, Bath Beach"
"9289","17735101","150 dollars","Manhattan, Hell's Kitchen"
"9290","17735156","49 dollars","Staten Island, West Brighton"
"9291","17735639","49 dollars","Staten Island, West Brighton"
"9292","17735760","249 dollars","Manhattan, Upper West Side"
"9293","17737245","70 dollars","Brooklyn, Bedford-Stuyvesant"
"9294","17738174","49 dollars","Queens, Bayside"
"9295","17738717","22 dollars","Queens, Rosedale"
"9296","17741347","105 dollars","Manhattan, Upper East Side"
"9297","17744351","115 dollars","Brooklyn, Fort Hamilton"
"9298","17748284","65 dollars","Queens, Astoria"
"9299","17750380","83 dollars","Brooklyn, Williamsburg"
"9300","17750513","45 dollars","Brooklyn, Williamsburg"
"9301","17751140","55 dollars","Queens, East Elmhurst"
"9302","17751338","100 dollars","Brooklyn, Bay Ridge"
"9303","17754072","38 dollars","Queens, East Elmhurst"
"9304","17759478","89 dollars","Brooklyn, Bedford-Stuyvesant"
"9305","17759694","210 dollars","Brooklyn, Williamsburg"
"9306","17762733","103 dollars","Manhattan, East Harlem"
"9307","17763622","90 dollars","Manhattan, East Harlem"
"9308","17763785","227 dollars","Manhattan, Hell's Kitchen"
"9309","17764355","75 dollars","Staten Island, Tompkinsville"
"9310","17765198","50 dollars","Queens, Bayside"
"9311","17765395","60 dollars","Queens, Bayside"
"9312","17765398","50 dollars","Brooklyn, Greenpoint"
"9313","17774731","115 dollars","Manhattan, East Harlem"
"9314","17774810","55 dollars","Queens, Ridgewood"
"9315","17776390","71 dollars","Brooklyn, Bushwick"
"9316","17777286","115 dollars","Manhattan, East Harlem"
"9317","17777654","65 dollars","Queens, Springfield Gardens"
"9318","17778366","120 dollars","Queens, Rockaway Beach"
"9319","17778941","59 dollars","Brooklyn, Bedford-Stuyvesant"
"9320","17779504","65 dollars","Queens, Springfield Gardens"
"9321","17781440","80 dollars","Queens, Jamaica"
"9322","17790276","170 dollars","Brooklyn, Flatlands"
"9323","17790958","120 dollars","Manhattan, Nolita"
"9324","17791461","44 dollars","Brooklyn, Bushwick"
"9325","17791464","71 dollars","Queens, Long Island City"
"9326","17791938","150 dollars","Brooklyn, Brooklyn Heights"
"9327","17793963","170 dollars","Manhattan, East Village"
"9328","17796480","51 dollars","Queens, Jackson Heights"
"9329","17797691","95 dollars","Manhattan, Upper East Side"
"9330","17806646","94 dollars","Brooklyn, Bushwick"
"9331","17809310","40 dollars","Brooklyn, Crown Heights"
"9332","17811033","110 dollars","Manhattan, Financial District"
"9333","17812444","185 dollars","Manhattan, West Village"
"9334","17812919","177 dollars","Manhattan, East Harlem"
"9335","17813679","110 dollars","Brooklyn, Crown Heights"
"9336","17814209","80 dollars","Manhattan, Upper East Side"
"9337","17817203","53 dollars","Queens, Astoria"
"9338","17828438","100 dollars","Manhattan, East Village"
"9339","17829241","75 dollars","Brooklyn, East New York"
"9340","17830470","275 dollars","Brooklyn, Crown Heights"
"9341","17832970","60 dollars","Brooklyn, Brighton Beach"
"9342","17839052","100 dollars","Brooklyn, South Slope"
"9343","17839944","64 dollars","Manhattan, Harlem"
"9344","17841354","190 dollars","Brooklyn, Williamsburg"
"9345","17842111","99 dollars","Bronx, Kingsbridge"
"9346","17843168","250 dollars","Manhattan, Upper West Side"
"9347","17843998","250 dollars","Manhattan, East Village"
"9348","17844130","150 dollars","Brooklyn, Brooklyn Heights"
"9349","17844682","484 dollars","Manhattan, Hell's Kitchen"
"9350","17847040","199 dollars","Manhattan, Midtown"
"9351","17848627","79 dollars","Manhattan, Harlem"
"9352","17853353","47 dollars","Bronx, Pelham Gardens"
"9353","17856672","149 dollars","Manhattan, Harlem"
"9354","17858824","60 dollars","Brooklyn, Clinton Hill"
"9355","17860607","220 dollars","Manhattan, Financial District"
"9356","17861841","99 dollars","Brooklyn, Sheepshead Bay"
"9357","17863000","120 dollars","Brooklyn, Greenpoint"
"9358","17864665","110 dollars","Manhattan, Upper East Side"
"9359","17866018","60 dollars","Brooklyn, Bushwick"
"9360","17866206","110 dollars","Brooklyn, Coney Island"
"9361","17866302","75 dollars","Manhattan, Harlem"
"9362","17875002","125 dollars","Manhattan, East Village"
"9363","17875156","40 dollars","Brooklyn, Bushwick"
"9364","17876530","105 dollars","Bronx, Allerton"
"9365","17877959","75 dollars","Brooklyn, Flatlands"
"9366","17879131","429 dollars","Manhattan, Chelsea"
"9367","17880254","60 dollars","Bronx, Kingsbridge"
"9368","17881079","84 dollars","Brooklyn, Greenpoint"
"9369","17881120","75 dollars","Manhattan, Chinatown"
"9370","17881234","50 dollars","Brooklyn, Bedford-Stuyvesant"
"9371","17881553","39 dollars","Brooklyn, Crown Heights"
"9372","17887213","160 dollars","Brooklyn, Bedford-Stuyvesant"
"9373","17887871","175 dollars","Brooklyn, Greenpoint"
"9374","17888337","47 dollars","Queens, Flushing"
"9375","17892114","95 dollars","Manhattan, Midtown"
"9376","17892920","145 dollars","Queens, Long Island City"
"9377","17897913","65 dollars","Queens, Maspeth"
"9378","17899730","150 dollars","Bronx, Tremont"
"9379","17899990","139 dollars","Brooklyn, Sunset Park"
"9380","17902970","100 dollars","Manhattan, Hell's Kitchen"
"9381","17905479","200 dollars","Manhattan, Chelsea"
"9382","17905970","100 dollars","Queens, Middle Village"
"9383","17906420","148 dollars","Brooklyn, Bedford-Stuyvesant"
"9384","17906601","160 dollars","Brooklyn, Prospect Heights"
"9385","17906990","147 dollars","Manhattan, Upper East Side"
"9386","17922181","110 dollars","Manhattan, Upper West Side"
"9387","17922242","130 dollars","Manhattan, East Village"
"9388","17923261","90 dollars","Queens, Middle Village"
"9389","17926910","125 dollars","Manhattan, East Harlem"
"9390","17929219","395 dollars","Manhattan, West Village"
"9391","17934924","100 dollars","Brooklyn, Park Slope"
"9392","17937309","150 dollars","Brooklyn, Greenpoint"
"9393","17937356","150 dollars","Manhattan, East Village"
"9394","17938337","85 dollars","Brooklyn, Canarsie"
"9395","17938814","115 dollars","Manhattan, Upper East Side"
"9396","17940029","45 dollars","Queens, Whitestone"
"9397","17940041","160 dollars","Brooklyn, Crown Heights"
"9398","17940198","40 dollars","Brooklyn, Bedford-Stuyvesant"
"9399","17941851","80 dollars","Brooklyn, Bushwick"
"9400","17943407","110 dollars","Manhattan, East Village"
"9401","17944802","350 dollars","Manhattan, Murray Hill"
"9402","17951580","150 dollars","Brooklyn, Bedford-Stuyvesant"
"9403","17952472","108 dollars","Queens, Flushing"
"9404","17955761","89 dollars","Staten Island, West Brighton"
"9405","17957521","55 dollars","Brooklyn, Williamsburg"
"9406","17957663","200 dollars","Brooklyn, Bedford-Stuyvesant"
"9407","17958414","120 dollars","Brooklyn, Bensonhurst"
"9408","17962656","139 dollars","Manhattan, West Village"
"9409","17968140","57 dollars","Brooklyn, Brighton Beach"
"9410","17971100","42 dollars","Bronx, Mott Haven"
"9411","17973686","69 dollars","Queens, Rego Park"
"9412","17975664","75 dollars","Bronx, Edenwald"
"9413","17977439","85 dollars","Queens, Elmhurst"
"9414","17980714","48 dollars","Manhattan, East Village"
"9415","17981267","145 dollars","Bronx, Concourse"
"9416","17981447","57 dollars","Manhattan, Chelsea"
"9417","17986678","85 dollars","Brooklyn, Crown Heights"
"9418","17988416","45 dollars","Queens, Flushing"
"9419","17990894","40 dollars","Queens, Jackson Heights"
"9420","17992512","70 dollars","Staten Island, Stapleton"
"9421","17993317","70 dollars","Queens, Bayside"
"9422","17996373","300 dollars","Brooklyn, Sunset Park"
"9423","17997486","92 dollars","Brooklyn, Clinton Hill"
"9424","18004335","150 dollars","Manhattan, East Harlem"
"9425","18004987","120 dollars","Brooklyn, Bushwick"
"9426","18005542","45 dollars","Manhattan, Morningside Heights"
"9427","18005789","170 dollars","Manhattan, West Village"
"9428","18007393","195 dollars","Manhattan, Little Italy"
"9429","18010406","130 dollars","Manhattan, Harlem"
"9430","18010510","78 dollars","Queens, Flushing"
"9431","18012028","53 dollars","Brooklyn, Bushwick"
"9432","18013489","100 dollars","Manhattan, Financial District"
"9433","18015606","150 dollars","Manhattan, Upper West Side"
"9434","18016642","89 dollars","Brooklyn, Brownsville"
"9435","18018752","80 dollars","Brooklyn, Crown Heights"
"9436","18020906","57 dollars","Queens, Flushing"
"9437","18022545","75 dollars","Queens, Astoria"
"9438","18022636","151 dollars","Brooklyn, Greenpoint"
"9439","18023825","100 dollars","Queens, Maspeth"
"9440","18023847","88 dollars","Brooklyn, Crown Heights"
"9441","18024561","375 dollars","Manhattan, Upper West Side"
"9442","18024772","95 dollars","Manhattan, Chelsea"
"9443","18024956","82 dollars","Brooklyn, Bedford-Stuyvesant"
"9444","18034890","105 dollars","Manhattan, Chelsea"
"9445","18037392","159 dollars","Brooklyn, Park Slope"
"9446","18040970","69 dollars","Queens, Woodhaven"
"9447","18041862","100 dollars","Brooklyn, Bushwick"
"9448","18042742","72 dollars","Brooklyn, Bushwick"
"9449","18048473","41 dollars","Bronx, Mott Haven"
"9450","18050070","50 dollars","Brooklyn, Crown Heights"
"9451","18054268","300 dollars","Brooklyn, Bedford-Stuyvesant"
"9452","18055685","150 dollars","Manhattan, Harlem"
"9453","18059112","45 dollars","Brooklyn, Crown Heights"
"9454","18059656","67 dollars","Manhattan, Harlem"
"9455","18061481","69 dollars","Queens, Sunnyside"
"9456","18066269","72 dollars","Staten Island, St. George"
"9457","18068913","69 dollars","Brooklyn, Prospect-Lefferts Gardens"
"9458","18069745","95 dollars","Queens, Richmond Hill"
"9459","18071246","35 dollars","Queens, Long Island City"
"9460","18071374","175 dollars","Brooklyn, Greenpoint"
"9461","18073738","88 dollars","Brooklyn, Bushwick"
"9462","18075511","80 dollars","Manhattan, Washington Heights"
"9463","18076273","49 dollars","Brooklyn, Greenpoint"
"9464","18076623","45 dollars","Brooklyn, Bedford-Stuyvesant"
"9465","18076816","100 dollars","Manhattan, Roosevelt Island"
"9466","18076911","50 dollars","Queens, Jamaica"
"9467","18077042","81 dollars","Queens, Ozone Park"
"9468","18077560","80 dollars","Brooklyn, Clinton Hill"
"9469","18077746","60 dollars","Brooklyn, Bedford-Stuyvesant"
"9470","18079072","175 dollars","Brooklyn, Williamsburg"
"9471","18080436","30 dollars","Brooklyn, Bay Ridge"
"9472","18086664","57 dollars","Brooklyn, Crown Heights"
"9473","18087564","120 dollars","Brooklyn, Greenpoint"
"9474","18089676","129 dollars","Brooklyn, Prospect-Lefferts Gardens"
"9475","18091187","40 dollars","Manhattan, Washington Heights"
"9476","18091600","250 dollars","Manhattan, Harlem"
"9477","18091991","55 dollars","Manhattan, Washington Heights"
"9478","18094196","130 dollars","Manhattan, Upper East Side"
"9479","18094212","700 dollars","Brooklyn, Cobble Hill"
"9480","18094418","2250 dollars","Manhattan, SoHo"
"9481","18095883","125 dollars","Queens, East Elmhurst"
"9482","18104150","200 dollars","Brooklyn, Bedford-Stuyvesant"
"9483","18104553","160 dollars","Brooklyn, Williamsburg"
"9484","18108648","100 dollars","Queens, Ditmars Steinway"
"9485","18108981","195 dollars","Brooklyn, Bedford-Stuyvesant"
"9486","18109852","65 dollars","Brooklyn, Bushwick"
"9487","18110654","60 dollars","Brooklyn, Bushwick"
"9488","18112181","175 dollars","Brooklyn, Williamsburg"
"9489","18117334","72 dollars","Brooklyn, Bedford-Stuyvesant"
"9490","18120094","100 dollars","Manhattan, East Village"
"9491","18120592","47 dollars","Queens, Flushing"
"9492","18120946","125 dollars","Brooklyn, Bedford-Stuyvesant"
"9493","18121314","56 dollars","Queens, Ridgewood"
"9494","18124558","79 dollars","Manhattan, East Harlem"
"9495","18133502","150 dollars","Brooklyn, Bedford-Stuyvesant"
"9496","18134948","169 dollars","Brooklyn, Williamsburg"
"9497","18139171","160 dollars","Brooklyn, Boerum Hill"
"9498","18142309","100 dollars","Brooklyn, Prospect Heights"
"9499","18142333","550 dollars","Brooklyn, Bedford-Stuyvesant"
"9500","18148158","95 dollars","Brooklyn, Bushwick"
"9501","18151035","189 dollars","Brooklyn, Boerum Hill"
"9502","18156252","160 dollars","Brooklyn, Williamsburg"
"9503","18159825","99 dollars","Queens, Ditmars Steinway"
"9504","18173198","31 dollars","Manhattan, Harlem"
"9505","18173787","48 dollars","Queens, East Elmhurst"
"9506","18173989","69 dollars","Manhattan, Chelsea"
"9507","18175675","350 dollars","Manhattan, Tribeca"
"9508","18176796","140 dollars","Brooklyn, East Flatbush"
"9509","18177024","235 dollars","Brooklyn, Williamsburg"
"9510","18182318","250 dollars","Brooklyn, Williamsburg"
"9511","18188738","49 dollars","Manhattan, Harlem"
"9512","18188904","60 dollars","Brooklyn, Crown Heights"
"9513","18188958","224 dollars","Brooklyn, Williamsburg"
"9514","18190894","49 dollars","Brooklyn, Bushwick"
"9515","18191456","115 dollars","Queens, Flushing"
"9516","18191892","95 dollars","Staten Island, Dongan Hills"
"9517","18191965","110 dollars","Manhattan, Upper East Side"
"9518","18193397","50 dollars","Manhattan, Washington Heights"
"9519","18194450","27 dollars","Brooklyn, Crown Heights"
"9520","18195445","85 dollars","Brooklyn, Crown Heights"
"9521","18196956","53 dollars","Brooklyn, Boerum Hill"
"9522","18197137","80 dollars","Queens, Jamaica"
"9523","18198439","165 dollars","Manhattan, Harlem"
"9524","18198575","60 dollars","Brooklyn, Prospect-Lefferts Gardens"
"9525","18201148","379 dollars","Queens, Long Island City"
"9526","18205794","329 dollars","Manhattan, West Village"
"9527","18208738","200 dollars","Manhattan, Harlem"
"9528","18208811","115 dollars","Manhattan, Harlem"
"9529","18209427","85 dollars","Brooklyn, Bushwick"
"9530","18214015","90 dollars","Manhattan, Little Italy"
"9531","18215065","65 dollars","Queens, Flushing"
"9532","18221090","75 dollars","Queens, Jackson Heights"
"9533","18221723","265 dollars","Brooklyn, Williamsburg"
"9534","18221864","148 dollars","Manhattan, Upper West Side"
"9535","18221952","95 dollars","Queens, Ditmars Steinway"
"9536","18222359","109 dollars","Brooklyn, Bedford-Stuyvesant"
"9537","18225912","99 dollars","Queens, Flushing"
"9538","18226037","75 dollars","Brooklyn, Clinton Hill"
"9539","18226108","146 dollars","Brooklyn, Williamsburg"
"9540","18227315","35 dollars","Queens, Glendale"
"9541","18227529","140 dollars","Manhattan, Harlem"
"9542","18228187","45 dollars","Queens, Flushing"
"9543","18229274","185 dollars","Brooklyn, East Flatbush"
"9544","18239876","100 dollars","Manhattan, Washington Heights"
"9545","18239917","400 dollars","Manhattan, East Village"
"9546","18240743","65 dollars","Staten Island, Stapleton"
"9547","18240963","110 dollars","Brooklyn, Coney Island"
"9548","18251681","165 dollars","Brooklyn, Clinton Hill"
"9549","18252876","116 dollars","Manhattan, Morningside Heights"
"9550","18255225","85 dollars","Brooklyn, Midwood"
"9551","18255869","50 dollars","Brooklyn, East Flatbush"
"9552","18256895","99 dollars","Manhattan, Hell's Kitchen"
"9553","18263839","145 dollars","Manhattan, Financial District"
"9554","18264166","50 dollars","Queens, Richmond Hill"
"9555","18265387","69 dollars","Brooklyn, Bushwick"
"9556","18266105","300 dollars","Manhattan, Chelsea"
"9557","18266775","69 dollars","Brooklyn, Bushwick"
"9558","18268053","40 dollars","Queens, Woodside"
"9559","18270109","29 dollars","Brooklyn, Bushwick"
"9560","18271718","60 dollars","Brooklyn, Bushwick"
"9561","18274232","179 dollars","Manhattan, Hell's Kitchen"
"9562","18274492","80 dollars","Staten Island, Grant City"
"9563","18275502","196 dollars","Brooklyn, Bedford-Stuyvesant"
"9564","18283511","99 dollars","Manhattan, Hell's Kitchen"
"9565","18283646","80 dollars","Manhattan, Harlem"
"9566","18285079","118 dollars","Manhattan, East Village"
"9567","18286212","200 dollars","Brooklyn, Clinton Hill"
"9568","18286926","125 dollars","Brooklyn, Canarsie"
"9569","18287772","99 dollars","Manhattan, Hell's Kitchen"
"9570","18288371","195 dollars","Manhattan, Chelsea"
"9571","18288660","53 dollars","Manhattan, Washington Heights"
"9572","18288828","99 dollars","Manhattan, Hell's Kitchen"
"9573","18290561","177 dollars","Manhattan, Harlem"
"9574","18291430","44 dollars","Manhattan, Marble Hill"
"9575","18291740","85 dollars","Manhattan, East Village"
"9576","18294238","70 dollars","Queens, Flushing"
"9577","18303895","125 dollars","Manhattan, Harlem"
"9578","18305741","55 dollars","Staten Island, Stapleton"
"9579","18306444","215 dollars","Manhattan, SoHo"
"9580","18308486","180 dollars","Brooklyn, Bedford-Stuyvesant"
"9581","18309885","100 dollars","Manhattan, Harlem"
"9582","18310427","39 dollars","Manhattan, Harlem"
"9583","18311851","71 dollars","Brooklyn, Canarsie"
"9584","18312034","1475 dollars","Manhattan, Upper East Side"
"9585","18312568","100 dollars","Manhattan, Upper East Side"
"9586","18312612","180 dollars","Manhattan, Hell's Kitchen"
"9587","18313862","79 dollars","Brooklyn, South Slope"
"9588","18313864","60 dollars","Brooklyn, Bedford-Stuyvesant"
"9589","18314102","160 dollars","Manhattan, Murray Hill"
"9590","18314397","110 dollars","Manhattan, Kips Bay"
"9591","18314459","193 dollars","Manhattan, Upper West Side"
"9592","18314930","50 dollars","Queens, Ridgewood"
"9593","18325063","72 dollars","Queens, Long Island City"
"9594","18327630","325 dollars","Manhattan, Hell's Kitchen"
"9595","18331097","100 dollars","Queens, Flushing"
"9596","18332922","278 dollars","Manhattan, Lower East Side"
"9597","18340320","200 dollars","Manhattan, Harlem"
"9598","18340599","99 dollars","Brooklyn, East New York"
"9599","18341576","110 dollars","Manhattan, Harlem"
"9600","18342361","250 dollars","Manhattan, Upper West Side"
"9601","18348512","65 dollars","Manhattan, Hell's Kitchen"
"9602","18354443","150 dollars","Manhattan, East Village"
"9603","18357947","100 dollars","Brooklyn, Williamsburg"
"9604","18358279","130 dollars","Manhattan, Financial District"
"9605","18358437","115 dollars","Manhattan, Upper East Side"
"9606","18358606","195 dollars","Manhattan, East Harlem"
"9607","18358621","350 dollars","Manhattan, Hell's Kitchen"
"9608","18359115","145 dollars","Manhattan, Upper East Side"
"9609","18359426","48 dollars","Queens, Arverne"
"9610","18361045","225 dollars","Brooklyn, Downtown Brooklyn"
"9611","18369169","130 dollars","Manhattan, Hell's Kitchen"
"9612","18369887","150 dollars","Manhattan, East Harlem"
"9613","18370699","145 dollars","Brooklyn, Greenpoint"
"9614","18370979","95 dollars","Brooklyn, Clinton Hill"
"9615","18371333","49 dollars","Brooklyn, Bushwick"
"9616","18373404","150 dollars","Brooklyn, Bedford-Stuyvesant"
"9617","18374647","187 dollars","Brooklyn, Bedford-Stuyvesant"
"9618","18375021","85 dollars","Brooklyn, Bedford-Stuyvesant"
"9619","18375685","175 dollars","Brooklyn, Prospect-Lefferts Gardens"
"9620","18375815","38 dollars","Bronx, Tremont"
"9621","18377036","53 dollars","Bronx, University Heights"
"9622","18381623","145 dollars","Manhattan, East Village"
"9623","18385188","173 dollars","Brooklyn, Gowanus"
"9624","18386105","150 dollars","Brooklyn, Bedford-Stuyvesant"
"9625","18386307","89 dollars","Manhattan, Chelsea"
"9626","18386494","200 dollars","Brooklyn, Windsor Terrace"
"9627","18386915","120 dollars","Brooklyn, Park Slope"
"9628","18387798","45 dollars","Brooklyn, Crown Heights"
"9629","18388152","59 dollars","Brooklyn, Crown Heights"
"9630","18390143","120 dollars","Manhattan, Hell's Kitchen"
"9631","18390316","70 dollars","Brooklyn, Bedford-Stuyvesant"
"9632","18390907","200 dollars","Brooklyn, Bedford-Stuyvesant"
"9633","18391905","299 dollars","Brooklyn, Greenpoint"
"9634","18393805","46 dollars","Brooklyn, Bedford-Stuyvesant"
"9635","18394653","60 dollars","Brooklyn, East Flatbush"
"9636","18397124","70 dollars","Manhattan, Washington Heights"
"9637","18399865","190 dollars","Manhattan, East Village"
"9638","18402330","60 dollars","Bronx, Parkchester"
"9639","18402568","45 dollars","Bronx, Parkchester"
"9640","18408236","188 dollars","Brooklyn, Prospect Heights"
"9641","18410069","175 dollars","Brooklyn, Flatbush"
"9642","18410445","100 dollars","Manhattan, Washington Heights"
"9643","18411056","295 dollars","Manhattan, Harlem"
"9644","18411446","99 dollars","Queens, Flushing"
"9645","18414310","65 dollars","Staten Island, Stapleton"
"9646","18415505","99 dollars","Manhattan, Harlem"
"9647","18424903","300 dollars","Manhattan, East Harlem"
"9648","18424928","210 dollars","Brooklyn, South Slope"
"9649","18425106","195 dollars","Manhattan, SoHo"
"9650","18427825","80 dollars","Brooklyn, East Flatbush"
"9651","18429093","160 dollars","Manhattan, Upper East Side"
